id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
4vRhdBugLI9JQGsx3UfrAt,Cachonguita - Remasterizado,0,190653,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],1922-03-21,0.45,0.0522,1,-29.357,0,0.0583,0.996,0.929,0.158,0.413,72.401,5
4vV7uBcF2AnjNTOejBS5oL,L'enfer,0,40000,0,['Uli'],['45tIt06XoI0Iio4LBEVpls'],1922-02-22,0.657,0.325,10,-14.319,0,0.254,0.199,0.856,0.0931,0.105,81.944,5
4xDAzKsPZg7kMOhsnXHOO7,Metejón - Remasterizado,0,155653,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],1922-03-29,0.493,0.0763,4,-25.843,1,0.0612,0.996,0.909,0.169,0.683,75.313,5
4yTwNqT53nEaIMMxDsnNr3,When a Gypsy Makes a Violin Cry,0,180587,0,['Dick Haymes'],['3BiJGZsyX9sJchTqcSA7Su'],1922,0.31,0.342,0,-10.751,0,0.0415,0.958,0.00217,0.371,0.111,82.51,5
4yfqwU24XlVWLJTaBD3qQW,Capítulo 1.17 - Banquero Anarquista,0,95000,0,['Fernando Pessoa'],['14jtPCOoNZwquk5wd9DxrY'],1922-06-01,0.736,0.216,2,-26.027,0,0.959,0.649,0,0.465,0.492,80.642,3
553V3FZf6yTv89rweIPLHs,Capítulo 1.3 - Banquero Anarquista,0,98600,0,['Fernando Pessoa'],['14jtPCOoNZwquk5wd9DxrY'],1922-06-01,0.723,0.22,1,-23.012,1,0.932,0.532,0,0.136,0.595,119.519,3
56GdrUlLtRUtcF4afPH40o,Remembranza - Remasterizado,0,164653,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],1922-03-29,0.53,0.0468,3,-24.856,0,0.0853,0.996,0.937,0.0982,0.42,129.602,4
598LlBn6jpEpVbLjmZPsYV,Graphite,0,104400,0,['Uli'],['45tIt06XoI0Iio4LBEVpls'],1922-02-22,0.644,0.684,7,-8.247,1,0.199,0.144,0.802,0.0847,0.138,100.031,4
5CHSAhLggPpOYK5mpw8upO,Capítulo 2.24 - Banquero Anarquista,0,98500,0,['Fernando Pessoa'],['14jtPCOoNZwquk5wd9DxrY'],1922-06-01,0.632,0.217,0,-22.671,1,0.963,0.525,0,0.149,0.605,167.268,3
5IlNHZg8dNQTT6hCZ0Ax28,Capítulo 1.24 - Banquero Anarquista,0,99200,0,['Fernando Pessoa'],['14jtPCOoNZwquk5wd9DxrY'],1922-06-01,0.62,0.187,5,-24.169,1,0.962,0.845,0,0.138,0.729,176.485,3
5P35CyOEQiMqf8Hd6Pty5p,Méfiez Vous D'anatole,0,192933,0,['Georgius'],['0Yly6PvJghpLD3Lj8Kvpcj'],1922,0.625,0.35,10,-15.916,1,0.312,0.984,0,0.0988,0.808,81.567,4
5PJCXNLtJSB3XerASHg7eA,Ensueño de Oro - Remasterizado,0,151027,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],1922-03-29,0.43,0.155,1,-26.685,0,0.116,0.995,0.952,0.202,0.564,96.58,4
5SB8vVP2D73dMsDreQaY73,Hush Little Darlin',0,195347,0,['Dick Haymes'],['3BiJGZsyX9sJchTqcSA7Su'],1922,0.328,0.201,10,-16.491,1,0.0408,0.985,0.517,0.113,0.31,79.883,5
5WQcloalnv2qA55iMcsxve,Capítulo 2.5 - Banquero Anarquista,0,108400,0,['Fernando Pessoa'],['14jtPCOoNZwquk5wd9DxrY'],1922-06-01,0.714,0.2,5,-22.017,1,0.965,0.5,0,0.246,0.589,88.307,4
5ZQdHBQwtS0iKSyRmFg7hB,Capítulo 1.26 & Capítulo 2.1 - Banquero Anarquista,0,117900,0,['Fernando Pessoa'],['14jtPCOoNZwquk5wd9DxrY'],1922-06-01,0.661,0.225,2,-23.33,0,0.966,0.865,0,0.239,0.692,86.89,3
5cIke4L8FPFzxkFlFYrMMD,Capítulo 1.11 - Banquero Anarquista,0,100700,0,['Fernando Pessoa'],['14jtPCOoNZwquk5wd9DxrY'],1922-06-01,0.718,0.221,0,-24.788,1,0.949,0.728,0,0.152,0.538,121.225,3
5cUFFY2Atw4QeFitueQCt2,El Huerfano - Remasterizado,0,159800,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],1922-03-29,0.366,0.0749,7,-26.34,1,0.0806,0.996,0.924,0.117,0.515,90.969,3
5d5gQxHwYovxR5pqETOIAa,J'en Ai Marre,0,208267,0,['Mistinguett'],['4AxgXfD7ISvJSTObqm4aIE'],1922,0.511,0.206,0,-15.514,1,0.0592,0.995,0,0.418,0.481,70.443,4
5kAxzo7Dog9Buovp3xXVO7,Nostalgia - Remasterizado,0,139760,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],1922-03-29,0.496,0.158,8,-18.494,1,0.0423,0.995,0.638,0.206,0.347,79.871,4
5mELfHhlldkCNPZUK9oxTi,Chapter 1.2 - Szkolne przygody Pimpusia Sadełko,0,216900,0,['Maria Konopnicka'],['6NyLf1mINBZQcR8gWeE5kC'],1922-01-06,0.688,0.207,3,-19.559,0,0.956,0.731,0,0.122,0.416,99.681,1
5wfVO3v2ZiWmQvJuRgJANe,Monigote - Remasterizado,0,179813,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],1922-03-21,0.422,0.561,5,-18.573,0,0.461,0.98,0.00000341,0.966,0.528,121.542,4
5wg1nnx7c2kri8kx5xlCFH,El Beso de la Muerte - Remasterizado,0,158587,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],1922-03-21,0.493,0.0997,5,-23.446,1,0.0607,0.996,0.481,0.192,0.587,127.023,4
63IcPgVIW0PWeJTaIY7GCu,Le Petit Amant,0,120760,0,['Jeanne Saint Bonnet'],['4ZACxcKyd37u9WSxCAvLP2'],1922,0.656,0.283,4,-14.113,1,0.191,0.996,0.00597,0.155,0.67,126.085,4
69mWzKmxFFwIAJS8nzcCgO,Recuerdo Criollo - Remasterizado,0,186200,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],1922-03-29,0.313,0.102,10,-30.026,0,0.0436,0.985,0.97,0.102,0.312,67.575,3
6E4t6Sor5rWOLQDCAdI0vN,Despedida - Remasterizado,0,178373,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],1922-03-29,0.425,0.308,1,-21.085,0,0.0534,0.98,0,0.631,0.509,64.738,4
6GhbZRE9N2TPf86zI1dIxQ,You'll Never Know,0,165253,0,"['Dick Haymes', 'The Pied Pipers']","['3BiJGZsyX9sJchTqcSA7Su', '5o8E07TcYqIefZpDejymAd']",1922,0.392,0.128,2,-15.22,1,0.0378,0.994,0.153,0.0983,0.226,126.728,3
6MD9XSLD4VmVI5SFRPm6By,Car Loans,0,172803,0,['Uli'],['45tIt06XoI0Iio4LBEVpls'],1922-02-22,0.651,0.574,10,-11.999,0,0.104,0.474,0.713,0.0597,0.412,99.878,4
6UrbwimNzaLdtD86mpIKRa,Capítulo 1.4 - Banquero Anarquista,0,95100,0,['Fernando Pessoa'],['14jtPCOoNZwquk5wd9DxrY'],1922-06-01,0.657,0.181,7,-24.188,0,0.963,0.727,0,0.456,0.538,93.335,3
6eew1OP57TeUDUMcjYE6A0,La Muchacha - Remasterizado,0,164320,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],1922-03-29,0.323,0.106,8,-25.138,1,0.0483,0.992,0.918,0.182,0.255,71.432,3
6hH0kKnTWoGq5wppHKj5ie,Stardust,0,172933,0,['Dick Haymes'],['3BiJGZsyX9sJchTqcSA7Su'],1922,0.208,0.226,8,-14.518,1,0.0331,0.985,0.81,0.219,0.22,74.03,3
6qXSeW8iUiHpbgRiqQO3aJ,Pobre Gaucho - Remasterizado,0,155253,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],1922-03-29,0.476,0.131,2,-29.575,0,0.0523,0.995,0.929,0.102,0.635,69.409,4
6tl1bsB5SXbsLjOndGiM7Q,El Poder de Tus Ojos - Remasterizado,0,172800,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],1922-03-21,0.357,0.244,1,-21.2,1,0.0478,0.993,0.0455,0.274,0.559,72.51,5
71uB09gmVxuvPAC58e3Sub,Capítulo 1.25 - Banquero Anarquista,0,127600,0,['Fernando Pessoa'],['14jtPCOoNZwquk5wd9DxrY'],1922-06-01,0.728,0.162,5,-23.956,0,0.965,0.872,0,0.176,0.734,83.11,4
71yYnLlqCTFGWt5ngD9ran,Capítulo 2.6 - Banquero Anarquista,0,95300,0,['Fernando Pessoa'],['14jtPCOoNZwquk5wd9DxrY'],1922-06-01,0.769,0.205,5,-22.656,0,0.965,0.716,0,0.362,0.611,58.187,5
7C1flDj1663TYWAZEc5koB,Capítulo 1.15 - Banquero Anarquista,0,101100,0,['Fernando Pessoa'],['14jtPCOoNZwquk5wd9DxrY'],1922-06-01,0.646,0.189,2,-24.744,0,0.964,0.653,0,0.284,0.5,77.558,1
7Iw8kyznP3k7593uAZ9mWi,Capítulo 1.20 - Banquero Anarquista,0,104900,0,['Fernando Pessoa'],['14jtPCOoNZwquk5wd9DxrY'],1922-06-01,0.757,0.217,0,-24.84,1,0.959,0.693,0,0.208,0.5,84.532,4
7LzNrzedyuLV7qh3Q2m1QQ,Capítulo 1.6 - Banquero Anarquista,0,105800,0,['Fernando Pessoa'],['14jtPCOoNZwquk5wd9DxrY'],1922-06-01,0.755,0.152,0,-24.274,1,0.962,0.647,0,0.134,0.487,78.263,3
7kFLV07SflDhEmpH2onfVr,Capítulo 2.18 - Banquero Anarquista,0,102700,0,['Fernando Pessoa'],['14jtPCOoNZwquk5wd9DxrY'],1922-06-01,0.69,0.177,5,-22.527,1,0.959,0.672,0,0.272,0.683,141.588,1
7mFmbNkbJjrvDMukkza3OF,Pobre China - Remasterizado,0,158573,0,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],1922-03-21,0.564,0.178,9,-26.435,1,0.0432,0.995,0.921,0.112,0.706,60.422,4
7p94hrYktZStgIu6TCj3cZ,Antoine,0,165200,0,['Fortugé'],['0hKr2636wsQI7PrARkAiaA'],1922,0.537,0.153,8,-15.217,1,0.0898,0.994,0,0.419,0.558,129.134,4
7qZgukGp84vuPKrxzM3J4T,Capítulo 1.19 - Banquero Anarquista,0,104900,0,['Fernando Pessoa'],['14jtPCOoNZwquk5wd9DxrY'],1922-06-01,0.738,0.19,5,-23.999,1,0.963,0.796,0,0.146,0.641,74.859,4
7qiy1Sp4KTJKzQifOhY0IP,Everytime I Meet You,0,178653,0,"['Dick Haymes', 'Gordon Jenkins', 'His Orchestra']","['3BiJGZsyX9sJchTqcSA7Su', '58wzyK6DupVsypvs3QV2Fo', '6lXiGaWjISZnER53ZJe6QO']",1922,0.295,0.277,7,-10.849,1,0.0346,0.989,0.122,0.194,0.174,81.05,4
7svwanLaFaRLh3EwgYy2jl,Capítulo 2.15 - Banquero Anarquista,0,96500,0,['Fernando Pessoa'],['14jtPCOoNZwquk5wd9DxrY'],1922-06-01,0.723,0.221,9,-21.736,0,0.957,0.711,0,0.218,0.693,108.419,5
7yWdEDmuqweoRkhZeftRtR,Sur La Pointe Des Pieds,0,187733,0,['Georgius'],['0Yly6PvJghpLD3Lj8Kvpcj'],1922,0.528,0.343,0,-14.963,0,0.315,0.995,0,0.385,0.634,83.2,4
2wAfHM7Whz67VFbdanhZlk,Nobody Knows You When You're Down and Out,41,177133,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.614,0.0423,4,-12.033,1,0.0535,0.996,0.00293,0.183,0.211,89.822,4
3eMrYc092k7SIJfWJ7oasR,Weather Bird,38,161933,0,"['Louis Armstrong', 'Earl Hines']","['19eLuQmk9aCobbVDHc6eek', '2mY5u4CceAPrpBnse1WpFr']",1923,0.831,0.262,8,-12.386,1,0.0942,0.984,0.912,0.204,0.901,104.606,4
2AZgaYZSwUosJD71J2N2Zo,'Tain't Nobody's Bizness If I Do,30,206600,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.537,0.0443,3,-16.474,0,0.0343,0.996,0.000265,0.152,0.137,80.468,4
7lRFR5GJCxK87ZbVMtQSeS,Ain't Misbehavin',28,192600,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.665,0.254,8,-9.879,1,0.108,0.976,0.00217,0.644,0.503,125.734,4
6XTvSCqGLLH0vzQQRn55hz,"Empty Bed Blues, Pt. 1",27,181173,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.709,0.062,5,-12.207,1,0.048,0.995,0.00341,0.12,0.553,85.854,4
6qRvnXftofjYJm1Mg98UWL,Need a Little Sugar in My Bowl,27,167640,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.693,0.027,0,-13.506,0,0.0562,0.992,0,0.134,0.402,75.749,4
0V1iYWPXCBTaB6dhbiprGF,Send Me to the 'Lectric Chair,26,201480,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.771,0.0905,3,-7.788,1,0.0613,0.986,0.000141,0.152,0.601,87.571,4
6sOKopKyVWwEJKh8zztYp5,Young Woman's Blues,25,187960,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.525,0.232,8,-7.649,1,0.0335,0.995,0.0181,0.461,0.411,76.14,4
0rUf1j43orpfi6f4LbVo8D,Careless Love,25,205053,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.587,0.175,2,-9.935,1,0.0384,0.992,0.000318,0.073,0.483,98.523,4
1yjck0Owf0HfhY5kWHiXIQ,Me and My Gin,23,169960,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.71,0.0735,5,-12.526,1,0.0488,0.99,0,0.0941,0.494,90.917,4
2ivh0kwd7QIViw6YqDPdBA,Blue Yodel No. 9,23,157373,0,['Jimmie Rodgers'],['0Y0ZlznP6vzTS1qAm5dvTN'],1923,0.76,0.251,3,-11.491,1,0.0602,0.969,0.00000243,0.0561,0.735,108.456,4
50zXyjVdFb3xAr3hnyYYn1,St. Louis Blues,23,189600,0,"['Bessie Smith', 'Louis Armstrong']","['5ESobCkc6JI4tIMxQttqeg', '19eLuQmk9aCobbVDHc6eek']",1923,0.355,0.114,10,-15.968,1,0.0588,0.991,0.00686,0.108,0.258,69.902,4
4ejUoPIMggFTVrAyvodqJQ,St. Louis Blues (with Louis Armstrong),23,190107,0,"['Bessie Smith', 'Louis Armstrong']","['5ESobCkc6JI4tIMxQttqeg', '19eLuQmk9aCobbVDHc6eek']",1923,0.408,0.145,10,-10.99,1,0.0501,0.994,0.0000473,0.138,0.294,68.8,4
2gyqc4p3WoxKsc6zaXF4hM,Backwater Blues,22,198053,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.516,0.146,2,-8.985,1,0.0454,0.993,0.0223,0.172,0.412,71.144,3
5lpBC66XQzpVDJuknDUuZd,Baby Won't You Please Come Home,22,176067,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.683,0.0534,0,-16.704,1,0.0356,0.996,0.000335,0.141,0.44,79.488,4
1xEEYhWxT4WhDQdxfPCT8D,Snake Rag,20,194533,0,"[""King Oliver's Creole Jazz Band""]",['08Zk65toyJllap1MnzljxZ'],1923,0.708,0.361,0,-11.764,0,0.0441,0.994,0.883,0.103,0.902,105.695,4
4ep3h4btBtuxsNeLFVzq5A,West End Blues,18,195400,0,['Louis Armstrong & His Hot Five'],['0t4VVR2T9Sb0z3NdDdEU6S'],1923,0.621,0.274,3,-12.094,1,0.0514,0.986,0.63,0.113,0.523,84.788,4
6ktCV1ZtqlnXQeRFQvcXON,Down Hearted Blues,17,205440,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.491,0.0583,0,-17.785,1,0.0431,0.996,0.376,0.137,0.556,166.27,4
6N1wS1e5bMOubmVtkDLNrt,Gimme a Pigfoot and a Bottle of Beer,16,208827,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.691,0.198,7,-11.164,0,0.0784,0.971,0.00888,0.154,0.558,103.901,4
7GRsQLXMzDHYb8zZAnMCDK,Sobbin' Hearted Blues,15,180533,0,"['Bessie Smith', 'Louis Armstrong']","['5ESobCkc6JI4tIMxQttqeg', '19eLuQmk9aCobbVDHc6eek']",1923,0.415,0.0795,0,-19.172,1,0.0908,0.995,0.0000373,0.426,0.443,74.683,4
08XPnovoMlLsFB3LDGq0rX,Muggles,14,168533,0,['Louis Armstrong & His Hot Five'],['0t4VVR2T9Sb0z3NdDdEU6S'],1923,0.586,0.113,10,-12.211,1,0.0607,0.989,0.276,0.181,0.484,85.235,4
3rauXVLOOM5BlxWqUcDpkg,Chimes Blues,14,170827,0,"[""King Oliver's Creole Jazz Band""]",['08Zk65toyJllap1MnzljxZ'],1923,0.546,0.189,0,-15.984,1,0.0581,0.996,0.908,0.339,0.554,80.318,4
5WlMyDvyQedom0kQ3MCTow,Lazy River,14,182707,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.571,0.269,4,-11.728,0,0.067,0.96,0.0129,0.121,0.49,101.845,4
1UdqHVRFYMZKU2Q7xkLtYc,Pickin' On Your Baby,11,197493,0,"[""Clarence Williams' Blue Five""]",['6RuQvIr0t0otZHnAxXTGkm'],1923,0.52,0.153,0,-14.042,1,0.044,0.995,0.131,0.353,0.319,102.937,4
0F5F4GWA0Tz1ebZlLar2wG,Work House Blues,11,201267,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.417,0.0498,5,-13.523,1,0.0344,0.996,0.123,0.169,0.411,78.663,4
0Vl2DO5U6FjgBpzCtBN3OA,Everybody Loves My Baby,10,152507,0,"[""Clarence Williams' Blue Five""]",['6RuQvIr0t0otZHnAxXTGkm'],1923,0.514,0.193,2,-13.92,0,0.238,0.996,0.199,0.248,0.665,180.674,4
1h0wyCVd12PDSd6CLoGaVL,Preachin' the Blues,11,171027,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.703,0.185,8,-8.325,1,0.0441,0.993,0.00209,0.22,0.491,104.916,4
2CStrJiuFeHNS84A3kaT8s,Black Mountain Blues,10,187507,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.641,0.063,0,-12.193,1,0.0727,0.995,0.00000221,0.153,0.609,65.673,3
3U6L5KW48YOsksN9Qvlydl,I've Got The World On A String,11,195000,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.544,0.181,5,-11.729,1,0.0387,0.985,0.0256,0.401,0.411,129.803,4
3tkC9PMf19ffJlh65EdANg,You've Been a Good Old Wagon,10,208360,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.602,0.132,0,-11.319,1,0.0532,0.996,0.025,0.164,0.351,77.087,4
527J3xtyY4MdrpKtWcJNtL,Long Old Road,11,206253,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.557,0.0792,0,-13.094,1,0.0541,0.991,0,0.186,0.494,79.768,4
5SvyP1ZeJX1jA7AOZD08NA,Tears,10,187227,0,"[""King Oliver's Creole Jazz Band""]",['08Zk65toyJllap1MnzljxZ'],1923,0.359,0.357,3,-11.81,1,0.0511,0.994,0.819,0.29,0.753,205.053,4
7qxfKQ5qlcunexI4f0qifa,There'll Be a Hot Time in the Old Town Tonight,10,199213,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.72,0.214,7,-6.571,0,0.07,0.99,0.00000603,0.148,0.58,82.921,4
1L0puqUCoINHyHjzzWXrHC,A Monday Date,8,192027,0,['Louis Armstrong & His Hot Seven'],['267SHEPfqnF16IEmwbLhLQ'],1923,0.745,0.396,0,-10.57,1,0.481,0.971,0.00179,0.238,0.751,117.753,4
1mngGai1eXbHcBXuA6Z4jZ,I'm A Ding Dong Daddy,8,187627,0,['Louis Armstrong & His Sebastian New Cotton Club Orchestra'],['0ceJesJTMQFYalVhYf4aed'],1923,0.759,0.454,5,-11.245,1,0.0822,0.98,0.81,0.18,0.889,109.79,4
1v6v5llnekLbreJYIRfkKc,Chicago Breakdown,8,203307,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.604,0.325,10,-10.48,1,0.213,0.985,0.84,0.195,0.629,168.506,4
20VPM7ePvpxTQyZFjOiP1g,Beau Koo Jack,9,177240,0,['Louis Armstrong & His Hot Five'],['0t4VVR2T9Sb0z3NdDdEU6S'],1923,0.733,0.418,3,-12.287,1,0.0765,0.949,0.792,0.229,0.961,121.289,4
2AYdjRjSm49s6MFZiSlcSX,"Empty Bed Blues, Pt. 2",10,200093,0,['Bessie Smith'],['5ESobCkc6JI4tIMxQttqeg'],1923,0.8,0.0466,5,-12.145,1,0.0578,0.994,0.000165,0.111,0.489,84.544,4
300WVfsVnOUJM2KXAm9IGS,Stardust,8,205533,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.717,0.209,1,-13.224,1,0.0622,0.979,0.439,0.0609,0.889,127.401,4
3IL7X89mdAJ4ISGrGXi3sB,Texas Moaner Blues - 78rpm Version,8,186427,0,"[""Clarence Williams' Blue Five""]",['6RuQvIr0t0otZHnAxXTGkm'],1923,0.519,0.272,11,-15.573,1,0.0627,0.995,0.783,0.351,0.469,80.523,4
4FINjzgcPjqR2PPpnWrCKF,Heebie Jeebies,8,172493,0,['Louis Armstrong & His Hot Five'],['0t4VVR2T9Sb0z3NdDdEU6S'],1923,0.63,0.232,8,-13.627,1,0.0569,0.995,0.00627,0.124,0.59,164.027,4
4GOd9yNQrpl6omACRgvCX2,Song of the Islands,8,208200,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.603,0.13,8,-13.74,1,0.0426,0.976,0.765,0.0943,0.381,143.497,4
5bfjNeQIU43IJPNY6c56fB,Hotter Than That,8,179667,0,['Louis Armstrong & His Hot Seven'],['267SHEPfqnF16IEmwbLhLQ'],1923,0.792,0.321,8,-15.633,1,0.131,0.973,0.795,0.129,0.854,108.607,4
02smo7WfO95Ww8MZw06h1p,Gut Bucket Blues,6,161800,0,['Louis Armstrong & His Hot Five'],['0t4VVR2T9Sb0z3NdDdEU6S'],1923,0.602,0.216,0,-12.264,1,0.0676,0.996,0.524,0.0973,0.716,146.183,3
06Q9isDLNDaHJNPa5lM4Cg,Struttin'With Some Barbecue,5,179840,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.726,0.212,8,-14.744,1,0.126,0.963,0.688,0.0798,0.825,97.21,4
0HUCWtOLhJhXwSRn6pvzQC,Skid-Dat-De-Dat,6,181027,0,['Louis Armstrong & His Hot Five'],['0t4VVR2T9Sb0z3NdDdEU6S'],1923,0.658,0.0841,5,-14.759,1,0.0496,0.994,0.767,0.088,0.504,121.494,4
180gKK9WXgetU7EAxhCn7t,You Can't Shush Katie,7,183200,0,"[""Clarence Williams' Blue Five""]",['6RuQvIr0t0otZHnAxXTGkm'],1923,0.713,0.231,7,-13.375,1,0.067,0.995,0,0.436,0.675,108.482,4
18NiVMY4Fz6MjnhrX8xFiM,That Rhythm Man,5,180600,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.719,0.388,1,-11.337,1,0.154,0.97,0.526,0.132,0.806,118.272,4
1h0lfbm5uARsmDAkBikqfz,Memories Of You,5,191800,0,['Louis Armstrong & His Sebastian New Cotton Club Orchestra'],['0ceJesJTMQFYalVhYf4aed'],1923,0.615,0.13,3,-15.372,1,0.0466,0.992,0.0805,0.146,0.256,108.873,4
1t2zq9TXj7mlSX8fcKwCbm,Blue Again,5,187707,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.598,0.31,5,-10.794,1,0.0714,0.978,0.0337,0.0766,0.537,110.346,4
2DAK09fP0bobALaArOEeCI,(What Did I Do to Be So) Black and Blue,5,180307,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.681,0.188,0,-12.133,1,0.0482,0.988,0.00732,0.345,0.387,103.095,4
2GnYkuVM8jQh4sFGGmDfcV,Weary Blues,5,177307,0,['Louis Armstrong & His Hot Seven'],['267SHEPfqnF16IEmwbLhLQ'],1923,0.573,0.246,5,-13.553,1,0.224,0.907,0.867,0.0752,0.965,205.419,4
2SRy24tTjBERSmb3FHqzdb,On The Sunny Side Of The Street - Part 1,5,174373,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.585,0.228,0,-11.651,1,0.0475,0.989,0.00000855,0.55,0.576,98.685,1
2cmUadaXBixJGY2x87EMOa,Anybody Here Want to Try My Cabbage?,7,199293,0,['Maggie Jones'],['7EwPtp3HM2j3uiexxubIU8'],1923,0.584,0.201,9,-13.271,0,0.0575,0.976,0,0.689,0.58,82.549,4
2n13QpmPEINmoTLUAlLCd7,King Of The Zulas,5,183133,0,['Louis Armstrong & His Hot Five'],['0t4VVR2T9Sb0z3NdDdEU6S'],1923,0.536,0.168,2,-15.701,1,0.114,0.994,0.121,0.29,0.554,169.061,4
2nwxT2BLHn5NjQj0wuEXAu,Between The Devil And The Deep Blue Sea,5,176400,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.625,0.203,5,-12.257,1,0.077,0.937,0.0208,0.0868,0.741,133.909,4
31N4so4BNr6e0Hz2NtmU33,"Stomp Off, Let's Go",6,174893,0,"[""Erskine Tate's Vendome Orchestra""]",['5WEy7rY6Km6Qr6hNHHIqko'],1923,0.692,0.477,8,-13.342,1,0.363,0.994,0.929,0.369,0.96,118.604,4
377bagPbNQx6K6RKjuUFQ3,Skip The Gutter,5,184133,0,['Louis Armstrong & His Hot Five'],['0t4VVR2T9Sb0z3NdDdEU6S'],1923,0.653,0.131,8,-19.164,1,0.0628,0.977,0.733,0.6,0.593,124.1,4
3DzcB6weYL3L7oRNmsJCaV,No One Else But You,6,201267,0,['Louis Armstrong & His Savoy Ballroom Five'],['1TxfZgmlWImcpYwIP8F157'],1923,0.496,0.311,5,-11.202,1,0.124,0.923,0.0127,0.252,0.718,191.035,4
3GuVFPnSVW036wmwUrXQ9Q,Changeable Daddy Of Mine,6,161560,0,['Margaret Johnson'],['0M4frxvpsMfTnxQLxgMUQ0'],1923,0.583,0.214,10,-13.687,1,0.0423,0.994,0.000033,0.446,0.647,101.916,4
3MUeRkKpLxxyRFzqMTj1HY,"Chinatown, My Chinatown",5,193667,0,['Louis Armstrong'],['19eLuQmk9aCobbVDHc6eek'],1923,0.562,0.525,3,-8.992,1,0.142,0.945,0.0949,0.129,0.794,158.373,4
3pcaFPeiPvuLD46XTuVNiF,Symphonic Raps,5,191400,0,"[""Carroll Dickerson's Savoyagers""]",['5erkc9lY3oRsWXctqjvqrC'],1923,0.78,0.368,5,-13.855,1,0.0958,0.98,0.907,0.0798,0.957,115.401,4
3tlygdsn8Jl6D0XA7RRslx,Sweethearts On Parade,6,197000,0,['Louis Armstrong & His Sebastian New Cotton Club Orchestra'],['0ceJesJTMQFYalVhYf4aed'],1923,0.606,0.261,10,-13.995,1,0.0679,0.968,0.124,0.12,0.657,128.025,4
3yJC2QZqAm1i2wSob2Cpyv,Alone At Last,5,191173,0,['The Southern Serenaders'],['6aBqqbACwuEo7wFkex4zA1'],1923,0.66,0.184,10,-13.993,1,0.0322,0.996,0.941,0.305,0.43,107.328,4
